"Variable","Year","Value","source"
"MR",2020,0.002871823037822,"Figure1-a_b"
"MR",2021,0.00775922782718899,"Figure1-a_b"
"MR",2022,NA,"Figure1-a_b"
"KZ",1996,NA,"Figure1-a_b"
"KZ",1997,NA,"Figure1-a_b"
"KZ",1998,NA,"Figure1-a_b"
"KZ",1999,NA,"Figure1-a_b"
"KZ",2000,NA,"Figure1-a_b"
"KZ",2001,NA,"Figure1-a_b"
"KZ",2002,NA,"Figure1-a_b"
"KZ",2003,0.00084669225558816,"Figure1-a_b"
"KZ",2004,0.00302637492339469,"Figure1-a_b"
"KZ",2005,NA,"Figure1-a_b"
"KZ",2006,0.0153132656632832,"Figure1-a_b"
"KZ",2007,0.0130972910436358,"Figure1-a_b"
"KZ",2008,NA,"Figure1-a_b"
"KZ",2009,NA,"Figure1-a_b"
"KZ",2010,0.00383715129887571,"Figure1-a_b"
"KZ",2011,0.0076075999923924,"Figure1-a_b"
"KZ",2012,NA,"Figure1-a_b"
"KZ",2013,0.0005563431527998,"Figure1-a_b"
"KZ",2014,0.0117487543999864,"Figure1-a_b"
"KZ",2015,NA,"Figure1-a_b"
"KZ",2016,0.0089423624095602,"Figure1-a_b"
"KZ",2017,0.00622404666114843,"Figure1-a_b"
"KZ",2018,0.00069618421052631,"Figure1-a_b"
"KZ",2019,0.0153422127695418,"Figure1-a_b"
"KZ",2020,0.00381823468596537,"Figure1-a_b"
"KZ",2021,0.00226310905922556,"Figure1-a_b"
"KZ",2022,0.00637768722090725,"Figure1-a_b"
"MT",1996,NA,"Figure1-a_b"
"MT",1997,NA,"Figure1-a_b"
"MT",1998,NA,"Figure1-a_b"
"MT",1999,NA,"Figure1-a_b"
"MT",2000,NA,"Figure1-a_b"
"MT",2001,NA,"Figure1-a_b"
"MT",2002,NA,"Figure1-a_b"
"MT",2003,NA,"Figure1-a_b"
"MT",2004,NA,"Figure1-a_b"
"MT",2005,NA,"Figure1-a_b"
"MT",2006,NA,"Figure1-a_b"
"MT",2007,NA,"Figure1-a_b"
"MT",2008,NA,"Figure1-a_b"
"MT",2009,NA,"Figure1-a_b"
"MT",2010,NA,"Figure1-a_b"
"MT",2011,NA,"Figure1-a_b"
"MT",2012,NA,"Figure1-a_b"
"MT",2013,0.00166903112743053,"Figure1-a_b"
"MT",2014,0.00396777594504056,"Figure1-a_b"
"MT",2015,0.00188345199080875,"Figure1-a_b"
"MT",2016,0.00406471018616373,"Figure1-a_b"
"MT",2017,0.0057748946081734,"Figure1-a_b"
"MT",2018,0.00835421888053467,"Figure1-a_b"
"MT",2019,0.00210579514824798,"Figure1-a_b"
"MT",2020,NA,"Figure1-a_b"
"MT",2021,0.0120699074388395,"Figure1-a_b"
"MT",2022,0.00183011639540275,"Figure1-a_b"
"OM",1996,0.00115221528011822,"Figure1-a_b"
"OM",1997,NA,"Figure1-a_b"
"OM",1998,0.00292362041661591,"Figure1-a_b"
"OM",1999,0.00655733776712798,"Figure1-a_b"
"OM",2000,0.00524324059800827,"Figure1-a_b"
"OM",2001,NA,"Figure1-a_b"
"OM",2002,0.0213985507246377,"Figure1-a_b"
"OM",2003,0.0104967035448182,"Figure1-a_b"
"OM",2004,0.0136943731983567,"Figure1-a_b"
"OM",2005,0.00890054761042723,"Figure1-a_b"
"OM",2006,0.00875043752187609,"Figure1-a_b"
"OM",2007,0.0109144092030298,"Figure1-a_b"
"OM",2008,0.00195148605663213,"Figure1-a_b"
"OM",2009,NA,"Figure1-a_b"
"OM",2010,0.01598812401673,"Figure1-a_b"
"OM",2011,0.001729000171171,"Figure1-a_b"
"OM",2012,0.0210685811910185,"Figure1-a_b"
"OM",2013,0.0173579237252775,"Figure1-a_b"
"OM",2014,0.0353133130409645,"Figure1-a_b"
"OM",2015,0.001506761592647,"Figure1-a_b"
"OM",2016,0.0449150475571092,"Figure1-a_b"
"OM",2017,0.0134907890431,"Figure1-a_b"
"OM",2018,0.024671679197995,"Figure1-a_b"
"OM",2019,0.0231786977762803,"Figure1-a_b"
"OM",2020,0.0253896355647454,"Figure1-a_b"
"OM",2021,0.030569850861113,"Figure1-a_b"
"OM",2022,0.0109603718796515,"Figure1-a_b"
"MU",1996,NA,"Figure1-a_b"
"MU",1997,NA,"Figure1-a_b"
"MU",1998,NA,"Figure1-a_b"
"MU",1999,0.0195608587216979,"Figure1-a_b"
"MU",2000,0.0293621081993687,"Figure1-a_b"
"MU",2001,NA,"Figure1-a_b"
"MU",2002,NA,"Figure1-a_b"
"MU",2003,NA,"Figure1-a_b"
"MU",2004,0.0317770161381846,"Figure1-a_b"
"MU",2005,NA,"Figure1-a_b"
"MU",2006,NA,"Figure1-a_b"
"MU",2007,NA,"Figure1-a_b"
"MU",2008,NA,"Figure1-a_b"
"MU",2009,NA,"Figure1-a_b"
"MU",2010,NA,"Figure1-a_b"
"MU",2011,NA,"Figure1-a_b"
"MU",2012,NA,"Figure1-a_b"
"MU",2013,0.0273721104898606,"Figure1-a_b"
"MU",2014,0.00113365245634023,"Figure1-a_b"
"MU",2015,0.0132155610803481,"Figure1-a_b"
"MU",2016,0.00508088773270466,"Figure1-a_b"
"MU",2017,0.00317771275674219,"Figure1-a_b"
"MU",2018,NA,"Figure1-a_b"
"MU",2019,0.00140386413409704,"Figure1-a_b"
"MU",2020,NA,"Figure1-a_b"
"MU",2021,0.00181048724738045,"Figure1-a_b"
"MU",2022,NA,"Figure1-a_b"
"SA",1996,0.0492572524823063,"Figure1-a_b"
"SA",1997,0.0325115212991636,"Figure1-a_b"
"SA",1998,0.0267998538189792,"Figure1-a_b"
"SA",1999,0.0713157122597682,"Figure1-a_b"
"SA",2000,0.0273231544691576,"Figure1-a_b"
"SA",2001,0.0105931445247094,"Figure1-a_b"
"SA",2002,0.0703856107660456,"Figure1-a_b"
"SA",2003,0.110069993226462,"Figure1-a_b"
"SA",2004,0.0514485779785278,"Figure1-a_b"
"SA",2005,0.0143942568790731,"Figure1-a_b"
"SA",2006,0.0578570178508926,"Figure1-a_b"
"SA",2007,0.0918888476566764,"Figure1-a_b"
"SA",2008,0.0400054641609586,"Figure1-a_b"
"SA",2009,0.0573310328630016,"Figure1-a_b"
"SA",2010,0.0770214113042477,"Figure1-a_b"
"SA",2011,0.203817113296183,"Figure1-a_b"
"SA",2012,0.155871298405467,"Figure1-a_b"
"SA",2013,0.277526495869148,"Figure1-a_b"
"SA",2014,0.335114867277705,"Figure1-a_b"
"SA",2015,0.352173503597393,"Figure1-a_b"
"SA",2016,0.447408747256321,"Figure1-a_b"
"SA",2017,0.351423511520915,"Figure1-a_b"
"SA",2018,0.423139097744361,"Figure1-a_b"
"SA",2019,0.58498778638814,"Figure1-a_b"
"SA",2020,0.628329887137072,"Figure1-a_b"
"SA",2021,0.701418969380134,"Figure1-a_b"
"SA",2022,0.675305629438032,"Figure1-a_b"
"MX",1996,0.131547196225339,"Figure1-a_b"
"MX",1997,0.167362658798859,"Figure1-a_b"
"MX",1998,0.260187598976733,"Figure1-a_b"
"MX",1999,0.347916768546139,"Figure1-a_b"
"MX",2000,0.45161613937214,"Figure1-a_b"
"MX",2001,0.345974262067646,"Figure1-a_b"
"MX",2002,0.435533126293996,"Figure1-a_b"
"MX",2003,0.40458794310228,"Figure1-a_b"
"MX",2004,0.649719681321924,"Figure1-a_b"
"MX",2005,0.555881154960174,"Figure1-a_b"
"MX",2006,0.463622243612181,"Figure1-a_b"
"MX",2007,0.46808190172666,"Figure1-a_b"
"MX",2008,0.515838260835626,"Figure1-a_b"
"MX",2009,0.4784809669202,"Figure1-a_b"
"MX",2010,0.648674264226238,"Figure1-a_b"
"MX",2011,0.354926871945073,"Figure1-a_b"
"MX",2012,0.620641474129515,"Figure1-a_b"
"MX",2013,0.584980388884253,"Figure1-a_b"
"MX",2014,0.481449487305933,"Figure1-a_b"
"MX",2015,0.549009304252835,"Figure1-a_b"
"MX",2016,0.673431021868141,"Figure1-a_b"
"MX",2017,0.65855358139714,"Figure1-a_b"
"MX",2018,0.812454051796157,"Figure1-a_b"
"MX",2019,0.817393867924528,"Figure1-a_b"
"MX",2020,1.03481519772551,"Figure1-a_b"
"MX",2021,0.452022087944418,"Figure1-a_b"
"MX",2022,0.613054830287206,"Figure1-a_b"
"SD",1996,NA,"Figure1-a_b"
"SD",1997,NA,"Figure1-a_b"
"SD",1998,NA,"Figure1-a_b"
"SD",1999,NA,"Figure1-a_b"
"SD",2000,NA,"Figure1-a_b"
"SD",2001,NA,"Figure1-a_b"
"SD",2002,NA,"Figure1-a_b"
"SD",2003,NA,"Figure1-a_b"
"SD",2004,NA,"Figure1-a_b"
"SD",2005,0.00197999637943519,"Figure1-a_b"
"SD",2006,NA,"Figure1-a_b"
"SD",2007,NA,"Figure1-a_b"
"SD",2008,NA,"Figure1-a_b"
"SD",2009,NA,"Figure1-a_b"
"SD",2010,0.00575572694831357,"Figure1-a_b"
"SD",2011,NA,"Figure1-a_b"
"SD",2012,0.0017432944191344,"Figure1-a_b"
"SD",2013,NA,"Figure1-a_b"
"SD",2014,0.00680191133708572,"Figure1-a_b"
"SD",2015,NA,"Figure1-a_b"
"SD",2016,NA,"Figure1-a_b"
"SD",2017,NA,"Figure1-a_b"
"SD",2018,NA,"Figure1-a_b"
"SD",2019,0.00280771984501348,"Figure1-a_b"
"SD",2020,NA,"Figure1-a_b"
"SD",2021,0.00814719261321203,"Figure1-a_b"
"SD",2022,NA,"Figure1-a_b"
"MY",1996,0.0388873045912944,"Figure1-a_b"
"MY",1997,0.0315478773987467,"Figure1-a_b"
"MY",1998,0.0292362041661591,"Figure1-a_b"
"MY",1999,0.0438314832021126,"Figure1-a_b"
"MY",2000,0.0416313097947099,"Figure1-a_b"
"MY",2001,0.0748526527292733,"Figure1-a_b"
"MY",2002,0.0890372670807453,"Figure1-a_b"
"MY",2003,0.10533935425604,"Figure1-a_b"
"MY",2004,0.0445336722881721,"Figure1-a_b"
"MY",2005,0.035855358435916,"Figure1-a_b"
"MY",2006,0.019214495099755,"Figure1-a_b"
"MY",2007,0.0472362533016088,"Figure1-a_b"
"MY",2008,0.0570995062740277,"Figure1-a_b"
"MY",2009,0.0857858033278532,"Figure1-a_b"
"MY",2010,0.0438714938030007,"Figure1-a_b"
"MY",2011,0.100667186519333,"Figure1-a_b"
"MY",2012,0.153987552879922,"Figure1-a_b"
"MY",2013,0.216970708503714,"Figure1-a_b"
"MY",2014,0.349230533779992,"Figure1-a_b"
"MY",2015,0.217642294797906,"Figure1-a_b"
"MY",2016,0.184644337858711,"Figure1-a_b"
"MY",2017,0.174462838553196,"Figure1-a_b"
"MY",2018,0.13409022556391,"Figure1-a_b"
"MY",2019,0.183402122641509,"Figure1-a_b"
"MY",2020,0.135698931679159,"Figure1-a_b"
"MY",2021,0.128429628623803,"Figure1-a_b"
"MY",2022,0.132860593933774,"Figure1-a_b"
"MZ",1996,NA,"Figure1-a_b"
"MZ",1997,NA,"Figure1-a_b"
"MZ",1998,NA,"Figure1-a_b"
"MZ",1999,NA,"Figure1-a_b"
"MZ",2000,NA,"Figure1-a_b"
"MZ",2001,NA,"Figure1-a_b"
"MZ",2002,0.0141163184641446,"Figure1-a_b"
"MZ",2003,NA,"Figure1-a_b"
"MZ",2004,NA,"Figure1-a_b"
"MZ",2005,NA,"Figure1-a_b"
"MZ",2006,NA,"Figure1-a_b"
"MZ",2007,NA,"Figure1-a_b"
"MZ",2008,NA,"Figure1-a_b"
"MZ",2009,NA,"Figure1-a_b"
"MZ",2010,NA,"Figure1-a_b"
"MZ",2011,NA,"Figure1-a_b"
"MZ",2012,NA,"Figure1-a_b"
"MZ",2013,NA,"Figure1-a_b"
"MZ",2014,NA,"Figure1-a_b"
"MZ",2015,NA,"Figure1-a_b"
"MZ",2016,NA,"Figure1-a_b"
"MZ",2017,NA,"Figure1-a_b"
"MZ",2018,NA,"Figure1-a_b"
"MZ",2019,NA,"Figure1-a_b"
"MZ",2020,NA,"Figure1-a_b"
"MZ",2021,NA,"Figure1-a_b"
"MZ",2022,NA,"Figure1-a_b"
"BA",1996,NA,"Figure1-a_b"
"BA",1997,NA,"Figure1-a_b"
"BA",1998,NA,"Figure1-a_b"
"BA",1999,NA,"Figure1-a_b"
"BA",2000,NA,"Figure1-a_b"
"BA",2001,NA,"Figure1-a_b"
"BA",2002,0.00168051477507999,"Figure1-a_b"
"BA",2003,NA,"Figure1-a_b"
"BA",2004,NA,"Figure1-a_b"
"BA",2005,NA,"Figure1-a_b"
"BA",2006,0.00273451172558628,"Figure1-a_b"
"BA",2007,NA,"Figure1-a_b"
"BA",2008,NA,"Figure1-a_b"
"BA",2009,NA,"Figure1-a_b"
"BA",2010,NA,"Figure1-a_b"
"BA",2011,0.00316983966983016,"Figure1-a_b"
"BA",2012,NA,"Figure1-a_b"
"BA",2013,0.0100141867645832,"Figure1-a_b"
"BA",2014,NA,"Figure1-a_b"
"BA",2015,NA,"Figure1-a_b"
"BA",2016,0.00406471018616373,"Figure1-a_b"
"BA",2017,0.0133647615931009,"Figure1-a_b"
"BA",2018,0.00522138680033417,"Figure1-a_b"
"BA",2019,0.00379043126684636,"Figure1-a_b"
"BA",2020,NA,"Figure1-a_b"
"BA",2021,0.00874383868558626,"Figure1-a_b"
"BA",2022,NA,"Figure1-a_b"
"SE",1996,0.27998859305732,"Figure1-a_b"
"SE",1997,0.563358611104338,"Figure1-a_b"
"SE",1998,0.29276891216957,"Figure1-a_b"
"SE",1999,0.495606142109639,"Figure1-a_b"
"SE",2000,0.329472216105116,"Figure1-a_b"
"SE",2001,0.703898961871502,"Figure1-a_b"
"SE",2002,0.467772444946358,"Figure1-a_b"
"SE",2003,0.460767667645067,"Figure1-a_b"
"SE",2004,0.604609937126904,"Figure1-a_b"
"SE",2005,0.766023262128892,"Figure1-a_b"
"SE",2006,0.622967710885544,"Figure1-a_b"
"SE",2007,0.518148479622798,"Figure1-a_b"
"SE",2008,0.496608317233573,"Figure1-a_b"
"SE",2009,0.411371068273383,"Figure1-a_b"
"SE",2010,0.367648977399179,"Figure1-a_b"
"SE",2011,0.477133456322867,"Figure1-a_b"
"SE",2012,0.460525138301334,"Figure1-a_b"
"SE",2013,0.316997413001753,"Figure1-a_b"
"SE",2014,0.246657710816739,"Figure1-a_b"
"SE",2015,0.483062116246657,"Figure1-a_b"
"SE",2016,0.366897000243883,"Figure1-a_b"
"SE",2017,0.445217424781998,"Figure1-a_b"
"SE",2018,0.278694653299916,"Figure1-a_b"
"SE",2019,0.206782766172507,"Figure1-a_b"
"SE",2020,0.645071939346946,"Figure1-a_b"
"SE",2021,0.313320659922602,"Figure1-a_b"
"SE",2022,0.421080500719846,"Figure1-a_b"
"BB",1996,NA,"Figure1-a_b"
"BB",1997,0.00069667650142644,"Figure1-a_b"
"BB",1998,NA,"Figure1-a_b"
"BB",1999,NA,"Figure1-a_b"
"BB",2000,NA,"Figure1-a_b"
"BB",2001,NA,"Figure1-a_b"
"BB",2002,0.00470543948804818,"Figure1-a_b"
"BB",2003,0.00225784601490178,"Figure1-a_b"
"BB",2004,0.00907914746805275,"Figure1-a_b"
"BB",2005,NA,"Figure1-a_b"
"BB",2006,NA,"Figure1-a_b"
"BB",2007,NA,"Figure1-a_b"
"BB",2008,NA,"Figure1-a_b"
"BB",2009,NA,"Figure1-a_b"
"BB",2010,NA,"Figure1-a_b"
"BB",2011,0.0104604499895396,"Figure1-a_b"
"BB",2012,NA,"Figure1-a_b"
"BB",2013,NA,"Figure1-a_b"
"BB",2014,NA,"Figure1-a_b"
"BB",2015,NA,"Figure1-a_b"
"BB",2016,NA,"Figure1-a_b"
"BB",2017,NA,"Figure1-a_b"
"BB",2018,NA,"Figure1-a_b"
"BB",2019,NA,"Figure1-a_b"
"BB",2020,NA,"Figure1-a_b"
"BB",2021,NA,"Figure1-a_b"
"BB",2022,NA,"Figure1-a_b"
"SG",1996,0.145697767868716,"Figure1-a_b"
"SG",1997,0.164102314013314,"Figure1-a_b"
"SG",1998,0.131441101230357,"Figure1-a_b"
"SG",1999,0.163047826299575,"Figure1-a_b"
"SG",2000,0.381541021311997,"Figure1-a_b"
"SG",2001,0.324833755920203,"Figure1-a_b"
"SG",2002,0.471734424995295,"Figure1-a_b"
"SG",2003,0.576922555881689,"Figure1-a_b"
"SG",2004,0.744208638808816,"Figure1-a_b"
"SG",2005,0.455383327299059,"Figure1-a_b"
"SG",2006,0.734198897444872,"Figure1-a_b"
"SG",2007,0.83843618344939,"Figure1-a_b"
"SG",2008,1.77552055890561,"Figure1-a_b"
"SG",2009,1.76983613665516,"Figure1-a_b"
"SG",2010,0.925229269790108,"Figure1-a_b"
"SG",2011,0.908994085091006,"Figure1-a_b"
"SG",2012,1.39283477058249,"Figure1-a_b"
"SG",2013,0.968263373111909,"Figure1-a_b"
"SG",2014,1.77856377642117,"Figure1-a_b"
"SG",2015,1.17726861792293,"Figure1-a_b"
"SG",2016,0.708970815380863,"Figure1-a_b"
"SG",2017,0.63272247781478,"Figure1-a_b"
"SG",2018,0.731819131161236,"Figure1-a_b"
"SG",2019,0.488698197439353,"Figure1-a_b"
"SG",2020,1.35566253123115,"Figure1-a_b"
"SG",2021,1.1672030235137,"Figure1-a_b"
"SG",2022,0.269676191405773,"Figure1-a_b"
"UA",1996,0.0786819796230524,"Figure1-a_b"
"UA",1997,0.0828233888468948,"Figure1-a_b"
"UA",1998,0.0462326714581557,"Figure1-a_b"
"UA",1999,0.103049537874713,"Figure1-a_b"
"UA",2000,0.181040152682963,"Figure1-a_b"
"UA",2001,0.273231115150935,"Figure1-a_b"
"UA",2002,0.236267174854131,"Figure1-a_b"
"UA",2003,0.223744411831113,"Figure1-a_b"
"UA",2004,0.214019338584107,"Figure1-a_b"
"UA",2005,0.193064355539464,"Figure1-a_b"
"UA",2006,0.169360124256213,"Figure1-a_b"
"UA",2007,0.188310012879003,"Figure1-a_b"
"UA",2008,0.135395663797982,"Figure1-a_b"
"UA",2009,0.212558038698488,"Figure1-a_b"
"UA",2010,0.175659990023407,"Figure1-a_b"
"UA",2011,0.206725118393275,"Figure1-a_b"
"UA",2012,0.175096404165311,"Figure1-a_b"
"UA",2013,0.161708920971376,"Figure1-a_b"
"UA",2014,0.219162684714405,"Figure1-a_b"
"UA",2015,0.209343805326402,"Figure1-a_b"
"UA",2016,0.165287375010162,"Figure1-a_b"
"UA",2017,0.195899824828197,"Figure1-a_b"
"UA",2018,0.153244987468672,"Figure1-a_b"
"UA",2019,0.107442090633423,"Figure1-a_b"
"UA",2020,0.133744938399242,"Figure1-a_b"
"UA",2021,0.136488107361894,"Figure1-a_b"
"UA",2022,0.133581171762524,"Figure1-a_b"
"BD",1996,0.0201473310346616,"Figure1-a_b"
"BD",1997,0.0139799809807125,"Figure1-a_b"
"BD",1998,0.0342017298087465,"Figure1-a_b"
"BD",1999,0.0113289891926256,"Figure1-a_b"
"BD",2000,0.0240606082850082,"Figure1-a_b"
"BD",2001,0.0186576089556523,"Figure1-a_b"
"BD",2002,0.0480964144551101,"Figure1-a_b"
"BD",2003,0.0280975389478438,"Figure1-a_b"
"BD",2004,0.0414108995165354,"Figure1-a_b"
"BD",2005,0.108277516292542,"Figure1-a_b"
"BD",2006,0.0258137906895345,"Figure1-a_b"
"BD",2007,0.116638580253651,"Figure1-a_b"
"BD",2008,0.0772230353414125,"Figure1-a_b"
"BD",2009,0.082540694838395,"Figure1-a_b"
"BD",2010,0.0350871033344845,"Figure1-a_b"
"BD",2011,0.0587732745012267,"Figure1-a_b"
"BD",2012,0.117091197526847,"Figure1-a_b"
"BD",2013,0.0454929483434866,"Figure1-a_b"
"BD",2014,0.0846055741663407,"Figure1-a_b"
"BD",2015,0.0933265529061664,"Figure1-a_b"
"BD",2016,0.130128851312901,"Figure1-a_b"
"BD",2017,0.0731532849525496,"Figure1-a_b"
"BD",2018,0.130738095238095,"Figure1-a_b"
"BD",2019,0.0987910630053908,"Figure1-a_b"
"BD",2020,0.118824847075041,"Figure1-a_b"
"BD",2021,0.212091112770724,"Figure1-a_b"
"BD",2022,0.145929089090066,"Figure1-a_b"
"SI",1996,0.0277396106084567,"Figure1-a_b"
"SI",1997,0.00528314354685328,"Figure1-a_b"
"SI",1998,0.0063345109026678,"Figure1-a_b"
"SI",1999,0.00489021468042447,"Figure1-a_b"
"SI",2000,0.0690009542685165,"Figure1-a_b"
"SI",2001,0.031414868679137,"Figure1-a_b"
"SI",2002,0.0373689535102579,"Figure1-a_b"
"SI",2003,0.0350986678708512,"Figure1-a_b"
"SI",2004,0.0594541162584833,"Figure1-a_b"
"SI",2005,0.0845175597393193,"Figure1-a_b"
"SI",2006,0.0432965085754288,"Figure1-a_b"
"SI",2007,0.0475687062059331,"Figure1-a_b"
"SI",2008,0.087231426731456,"Figure1-a_b"
"SI",2009,0.0243999205073079,"Figure1-a_b"
"SI",2010,0.0887226123326043,"Figure1-a_b"
"SI",2011,0.114535080545465,"Figure1-a_b"
"SI",2012,0.0403394484217377,"Figure1-a_b"
"SI",2013,0.0737910373028457,"Figure1-a_b"
"SI",2014,0.125764789905964,"Figure1-a_b"
"SI",2015,0.117388405469545,"Figure1-a_b"
"SI",2016,0.0882763596455573,"Figure1-a_b"
"SI",2017,0.120345531194056,"Figure1-a_b"
"SI",2018,0.0925048036758563,"Figure1-a_b"
"SI",2019,0.107332589285714,"Figure1-a_b"
"SI",2020,0.0959937968467304,"Figure1-a_b"
"SI",2021,0.0675352479235974,"Figure1-a_b"
"SI",2022,0.181150045142871,"Figure1-a_b"
"BE",1996,0.341220542866772,"Figure1-a_b"
"BE",1997,0.365192265489747,"Figure1-a_b"
"BE",1998,0.188785235716896,"Figure1-a_b"
"BE",1999,0.368150031786395,"Figure1-a_b"
"BE",2000,0.22045462330862,"Figure1-a_b"
"BE",2001,0.30459025020332,"Figure1-a_b"
"BE",2002,0.322226143421796,"Figure1-a_b"
"BE",2003,0.409846466470987,"Figure1-a_b"
"BE",2004,0.248049118187802,"Figure1-a_b"
"BE",2005,0.370182385952209,"Figure1-a_b"
"BE",2006,0.179600323766188,"Figure1-a_b"
"BE",2007,0.252260374145948,"Figure1-a_b"
"BE",2008,0.112376129422555,"Figure1-a_b"
"BE",2009,0.365556177846832,"Figure1-a_b"
"BE",2010,0.296659759794329,"Figure1-a_b"
"BE",2011,0.261174613438825,"Figure1-a_b"
"BE",2012,0.253408721119427,"Figure1-a_b"
"BE",2013,0.363321371943587,"Figure1-a_b"
"BE",2014,0.27283316611968,"Figure1-a_b"
"BE",2015,0.404169962707651,"Figure1-a_b"
"BE",2016,0.608214779286237,"Figure1-a_b"
"BE",2017,0.296921981173844,"Figure1-a_b"
"BE",2018,0.347577276524645,"Figure1-a_b"
"BE",2019,0.242029565363881,"Figure1-a_b"
"BE",2020,0.501643404841906,"Figure1-a_b"
"BE",2021,0.346352999751058,"Figure1-a_b"
"BE",2022,0.390519997071814,"Figure1-a_b"
"BF",1996,NA,"Figure1-a_b"
"BF",1997,NA,"Figure1-a_b"
"BF",1998,NA,"Figure1-a_b"
"BF",1999,NA,"Figure1-a_b"
"BF",2000,NA,"Figure1-a_b"
"BF",2001,NA,"Figure1-a_b"
"BF",2002,NA,"Figure1-a_b"
"BF",2003,NA,"Figure1-a_b"
"BF",2004,0.00151319200127108,"Figure1-a_b"
"BF",2005,NA,"Figure1-a_b"
"BF",2006,NA,"Figure1-a_b"
"BF",2007,NA,"Figure1-a_b"
"BF",2008,NA,"Figure1-a_b"
"BF",2009,NA,"Figure1-a_b"
"BF",2010,NA,"Figure1-a_b"
"BF",2011,NA,"Figure1-a_b"
"BF",2012,NA,"Figure1-a_b"
"BF",2013,NA,"Figure1-a_b"
"BF",2014,NA,"Figure1-a_b"
"BF",2015,NA,"Figure1-a_b"
"BF",2016,NA,"Figure1-a_b"
"BF",2017,NA,"Figure1-a_b"
"BF",2018,NA,"Figure1-a_b"
"BF",2019,NA,"Figure1-a_b"
"BF",2020,0.00107693633152408,"Figure1-a_b"
"BF",2021,NA,"Figure1-a_b"
"BF",2022,NA,"Figure1-a_b"
"SK",1996,0.0681391128509579,"Figure1-a_b"
"SK",1997,0.0280005364414425,"Figure1-a_b"
"SK",1998,0.0744421975880132,"Figure1-a_b"
"SK",1999,0.06453909726637,"Figure1-a_b"
"SK",2000,0.114002544716044,"Figure1-a_b"
"SK",2001,0.0702451801176865,"Figure1-a_b"
"SK",2002,0.0907420478072652,"Figure1-a_b"
"SK",2003,0.0549221043124859,"Figure1-a_b"
"SK",2004,0.178559366275507,"Figure1-a_b"
"SK",2005,0.0626092958001448,"Figure1-a_b"
"SK",2006,0.0600083129156458,"Figure1-a_b"
"SK",2007,0.0674060815088079,"Figure1-a_b"
"SK",2008,0.133862576351892,"Figure1-a_b"
"SK",2009,0.0826751097541147,"Figure1-a_b"
"SK",2010,0.149861286980546,"Figure1-a_b"
"SK",2011,0.101981779798018,"Figure1-a_b"
"SK",2012,0.0755550357956394,"Figure1-a_b"
"SK",2013,0.153381957773512,"Figure1-a_b"
"SK",2014,0.122344108694543,"Figure1-a_b"
"SK",2015,0.20223565751309,"Figure1-a_b"
"SK",2016,0.140563368831802,"Figure1-a_b"
"SK",2017,0.161697241525342,"Figure1-a_b"
"SK",2018,0.168315580618212,"Figure1-a_b"
"SK",2019,0.236097540431267,"Figure1-a_b"
"SK",2020,0.190554191436202,"Figure1-a_b"
"SK",2021,0.214445651435943,"Figure1-a_b"
"SK",2022,0.139924599204509,"Figure1-a_b"
"BG",1996,0.0925888574909911,"Figure1-a_b"
"BG",1997,0.0283053327156129,"Figure1-a_b"
"BG",1998,0.016140821050067,"Figure1-a_b"
"BG",1999,0.0226172428969632,"Figure1-a_b"
"BG",2000,0.0167725170667254,"Figure1-a_b"
"BG",2001,0.0885040424819404,"Figure1-a_b"
"BG",2002,0.0423489553924337,"Figure1-a_b"
"BG",2003,0.0320614134116053,"Figure1-a_b"
"BG",2004,0.0736060103956239,"Figure1-a_b"
"BG",2005,0.0404297157856626,"Figure1-a_b"
"BG",2006,0.0338350980049002,"Figure1-a_b"
"BG",2007,0.0743998166379254,"Figure1-a_b"
"BG",2008,0.0566580801280175,"Figure1-a_b"
"BG",2009,0.0489945981102419,"Figure1-a_b"
"BG",2010,0.0403814128391083,"Figure1-a_b"
"BG",2011,0.0105691245554309,"Figure1-a_b"
"BG",2012,0.0418390009762447,"Figure1-a_b"
"BG",2013,0.00861405324209297,"Figure1-a_b"
"BG",2014,0.0358232863434625,"Figure1-a_b"
"BG",2015,0.0276016122349041,"Figure1-a_b"
"BG",2016,0.110787537598569,"Figure1-a_b"
"BG",2017,0.0477841729388439,"Figure1-a_b"
"BG",2018,0.0309801587301587,"Figure1-a_b"
"BG",2019,0.0766509433962264,"Figure1-a_b"
"BG",2020,0.0418260532437322,"Figure1-a_b"
"BG",2021,0.098372371964605,"Figure1-a_b"
"BG",2022,0.0721356238256753,"Figure1-a_b"
"BH",1996,0.0129624348637648,"Figure1-a_b"
"BH",1997,NA,"Figure1-a_b"
"BH",1998,0.0207089779510294,"Figure1-a_b"
"BH",1999,NA,"Figure1-a_b"
"BH",2000,NA,"Figure1-a_b"
"BH",2001,NA,"Figure1-a_b"
"BH",2002,NA,"Figure1-a_b"
"BH",2003,NA,"Figure1-a_b"
"BH",2004,NA,"Figure1-a_b"
"BH",2005,NA,"Figure1-a_b"
"BH",2006,NA,"Figure1-a_b"
"BH",2007,NA,"Figure1-a_b"
"BH",2008,NA,"Figure1-a_b"
"BH",2009,NA,"Figure1-a_b"
"BH",2010,NA,"Figure1-a_b"
"BH",2011,NA,"Figure1-a_b"
"BH",2012,NA,"Figure1-a_b"
"BH",2013,0.00071529833931402,"Figure1-a_b"
"BH",2014,NA,"Figure1-a_b"
"BH",2015,NA,"Figure1-a_b"
